Wavelengths,Int1,Int2
5666.0,289673.6143684074,84798.32710827266
5667.0,289679.2390474574,84799.973662706
5668.0,289684.8182254297,84801.60689726801
5669.0,289690.3519323357,84803.22682074417
5670.0,289695.8401981869,84804.83344191995
5671.0,289701.2830529923,84806.42676958011
5672.0,289706.68052675884,84808.0068125088
5673.0,289712.0326494909,84809.57357948946
5674.0,289717.33945119136,84811.12707930502
5675.0,289722.60096186027,84812.66732073762
5676.0,289727.8172114962,84814.194312569
5677.0,289732.98823009495,84815.70806358004
5678.0,289738.11404765013,84817.20858255097
5679.0,289743.1946941536,84818.69587826158
5680.0,289748.2301995943,84820.1699594907
5681.0,289753.22059395915,84821.6308350167
5682.0,289758.16590723215,84823.07851361693
5683.0,289763.06616939645,84824.51300406863
5684.0,289767.9214104308,84825.93431514772
5685.0,289772.73166031315,84827.34245562986
5686.0,289777.4969490178,84828.73743428961
5687.0,289782.2173065173,84830.11925990111
5688.0,289786.89276278147,84831.48794123763
5689.0,289791.52334777766,84832.84348707176
5690.0,289796.1090914704,84834.1859061752
5691.0,289800.65002382174,84835.515207319
5692.0,289805.14617479173,84836.83139927356
5693.0,289809.5975743367,84838.13449080824
5694.0,289814.0042524109,84839.42449069179
5695.0,289818.3662389662,84840.70140769218
5696.0,289822.68356395094,84841.96525057648
5697.0,289826.9562573109,84843.21602811094
5698.0,289831.18434899044,84844.45374906134
5699.0,289835.3678689286,84845.678422192
5700.0,289839.5068470641,84846.8900562671
5701.0,289843.60131333116,84848.08866004951
5702.0,289847.65129766165,84849.27424230143
5703.0,289851.6568299847,84850.44681178419
5704.0,289855.6179402263,84851.60637725827
5705.0,289859.53465830995,84852.75294748344
5706.0,289863.407014155,84853.88653121817
5707.0,289867.23503767926,84855.00713722054
5708.0,289871.0187587962,84856.11477424735
5709.0,289874.7582074173,84857.20945105478
5710.0,289878.4534134504,84858.29117639801
5711.0,289882.10440680064,84859.35995903138
5712.0,289885.71121736884,84860.41580770799
5713.0,289889.27387505444,84861.45873118052
5714.0,289892.792409752,84862.48873820022
5715.0,289896.26685135457,84863.50583751795
5716.0,289899.6972297503,84864.51003788304
5717.0,289903.0835748252,84865.50134804429
5718.0,289906.4259164615,84866.4797767493
5719.0,289909.7242845383,84867.44533274483
5720.0,289912.9787089315,84868.39802477666
5721.0,289916.189219513,84869.33786158943
5722.0,289919.3558461526,84870.26485192716
5723.0,289922.4786187151,84871.17900453239
5724.0,289925.5575670632,84872.08032814706
5725.0,289928.5927210552,84872.96883151178
5726.0,289931.5841105463,84873.8445233663
5727.0,289934.5317653884,84874.7074124494
5728.0,289937.43571542995,84875.55750749884
5729.0,289940.29599051457,84876.39481725098
5730.0,289943.1126204845,84877.21935044175
5731.0,289945.88563517627,84878.03111580538
5732.0,289948.61506442446,84878.83012207564
5733.0,289951.3009380583,84879.61637798462
5734.0,289953.9432859048,84880.38989226382
5735.0,289956.54213778715,84881.15067364361
5736.0,289959.09752352315,84881.89873085277
5737.0,289961.60947292956,84882.6340726198
5738.0,289964.0780158165,84883.3567076713
5739.0,289966.5031819929,84884.06664473351
5740.0,289968.8850012623,84884.76389253125
5741.0,289971.22350342415,84885.44845978857
5742.0,289973.51871827524,84886.1203552295
5743.0,289975.77067560796,84886.77958757887
5744.0,289977.9794052101,84887.42616556518
5745.0,289980.1449368667,84888.06009792764
5746.0,289982.2673003578,84888.6813934309
5747.0,289984.34652546037,84889.29006089966
5748.0,289986.38264194597,84889.88610929289
5749.0,289988.375679584,84890.46954786728
5750.0,289990.32566813857,84891.04038652102
5751.0,289992.2326373697,84891.59863651426
5752.0,289994.096617034,84892.14431194567
5753.0,289995.91763688304,84892.67743272541
5754.0,289997.6957266653,84893.198030456
5755.0,289999.4309161239,84893.70615984978
5756.0,290001.1232349991,84894.20192049464
5757.0,290002.7727130255,84894.68549757378
5758.0,290004.37937993486,84895.15723662738
5759.0,290005.94326545316,84895.6177782137
5760.0,290007.464399304,84896.06829582233
5761.0,290008.9428112044,84896.5109080374
5762.0,290010.3785308694,84896.94937849458
5763.0,290011.7715880073,84897.39028071187
5764.0,290013.122012324,84897.8448968654
5765.0,290014.42983352044,84898.33224818202
5766.0,290015.69508129224,84898.88382760333
5767.0,290016.9177853319,84899.55082779245
5768.0,290018.097975326,84900.41492839648
5769.0,290019.2356809582,84901.60401384976
5770.0,290020.3309319063,84903.31450814159
5771.0,290021.3837578447,84905.84228383935
5772.0,290022.39418844244,84909.62424818269
5773.0,290023.36225336365,84915.29261644569
5774.0,290024.28798226913,84923.74341026241
5775.0,290025.17140481377,84936.21970728239
5776.0,290026.0125506487,84954.40846549899
5777.0,290026.81144942023,84980.54724048387
5778.0,290027.56813076884,85017.53378707584
5779.0,290028.2826243323,85069.0275154459
5780.0,290028.9549597419,85139.52738007183
5781.0,290029.58516662533,85234.40657785583
5782.0,290030.17327460484,85359.88121125856
5783.0,290030.7193132974,85522.88880942545
5784.0,290031.22331231704,85730.85433766904
5785.0,290031.68530127034,85991.32699337474
5786.0,290032.10530976125,86311.48127139936
5787.0,290032.4833673878,86697.49048157665
5788.0,290032.819503743,87153.7993104212
5789.0,290033.11374841497,87682.34241524574
5790.0,290033.36613098753,88281.77581769803
5791.0,290033.57668103866,88946.80377344978
5792.0,290033.74542814237,89667.69237024523
5793.0,290033.87240186613,90430.05926398108
5794.0,290033.95763177366,91215.01466569882
5795.0,290034.00114742323,91999.701560874
5796.0,290034.002978368,92758.24485752762
5797.0,290033.9631541559,93463.07353947446
5798.0,290033.8817043297,94086.53256731179
5799.0,290033.75865842786,94602.65891029226
5800.0,290033.5940459817,94988.9654129532
5801.0,290033.3878965196,95228.06274608556
5802.0,290033.14023956365,95308.95676425888
5803.0,290032.8511046305,95227.88649861258
5804.0,290032.5205212317,94988.61382262902
5805.0,290032.14851887396,94602.13371803974
5806.0,290031.73512705823,94085.83622103951
5807.0,290031.28037528036,93462.20901741434
5808.0,290030.7842930309,92757.2154623548
5809.0,290030.24690979434,91998.51070483615
5810.0,290029.6682550513,91213.66566655462
5811.0,290029.0483582753,90428.55516880695
5812.0,290028.3872489358,89666.03581968056
5813.0,290027.6849564956,88944.9969134551
5814.0,290026.94151041337,88279.82026023645
5815.0,290026.15694014076,87680.23924420665
5816.0,290025.3312751257,87151.54912516552
5817.0,290024.4645448086,86695.09346802092
5818.0,290023.55677862617,86308.93728964198
5819.0,290022.60800600814,85988.6356713411
5820.0,290021.61825638,85728.01516179672
5821.0,290020.58755916,85519.90120561373
5822.0,290019.5159437622,85356.74461176447
5823.0,290018.4034395943,85231.12047217299
5824.0,290017.25007605844,85136.09134981413
5825.0,290016.05588255153,85065.44125474207
5826.0,290014.82088846376,85013.7971109028
5827.0,290013.5451231806,84976.66008378245
5828.0,290012.22861608124,84950.3708759145
5829.0,290010.87139653927,84932.03183407562
5830.0,290009.47349392215,84919.40549147676
5831.0,290008.0349375925,84910.80496588674
5832.0,290006.5557569054,84904.98724325674
5833.0,290005.03598121234,84901.0563548625
5834.0,290003.4756398566,84898.38012937778
5835.0,290001.8747621778,84896.52169629883
5836.0,290000.23337750765,84895.18521418933
5837.0,289998.5515151732,84894.17428597291
5838.0,289996.8292044955,84893.36105104453
5839.0,289995.0664747885,84892.6638513922
5840.0,289993.2633553619,84892.0315144676
5841.0,289991.41987551784,84891.43256641417
5842.0,289989.5360645536,84890.84800441032
5843.0,289987.6119517594,84890.26656424577
5844.0,289985.6475664203,84889.68169009022
5845.0,289983.6429378144,84889.08963582381
5846.0,289981.59809521487,84888.48830027375
5847.0,289979.5130678872,84887.87652729971
5848.0,289977.3878850928,84887.25369365634
5849.0,289975.2225760843,84886.61947109511
5850.0,289973.01717011083,84885.97369171276
5851.0,289970.7716964131,84885.31627319442
5852.0,289968.48618422775,84884.64717809693
5853.0,289966.16066278267,84883.96639208421
5854.0,289963.7951613015,84883.27391251126
5855.0,289961.3897090014,84882.56974254374
5856.0,289958.94433509186,84881.85388818425
5857.0,289956.45906877774,84881.12635679715
5858.0,289953.9339392567,84880.38715638769
5859.0,289951.3689757197,84879.63629525744
5860.0,289948.76420735236,84878.8737818423
5861.0,289946.11966333294,84878.09962463689
5862.0,289943.4353728341,84877.31383216113
5863.0,289940.7113650217,84876.51641294453
5864.0,289937.9476690547,84875.70737551946
5865.0,289935.1443140866,84874.88672841885
5866.0,289932.30132926337,84874.05448017425
5867.0,289929.4187437257,84873.21063931596
5868.0,289926.4965866066,84872.35521437229
5869.0,289923.53488703276,84871.48821386963
5870.0,289920.53367412527,84870.60964633284
5871.0,289917.49297699746,84869.71952028443
5872.0,289914.412824757,84868.81784424536
5873.0,289911.293246504,84867.9046267343
5874.0,289908.13427133294,84866.97987626826
5875.0,289904.93592833093,84866.04360136218
5876.0,289901.69824657886,84865.0958105291
5877.0,289898.42125515087,84864.1365122801
5878.0,289895.1049831141,84863.16571512425
5879.0,289891.74945952895,84862.18342756861
5880.0,289888.35471344995,84861.18965811851
5881.0,289884.92077392363,84860.18441527699
5882.0,289881.4476699913,84859.16770754544
5883.0,289877.93543068564,84858.13954342269
5884.0,289874.3840850335,84857.09993140512
5885.0,289870.7936620558,84856.04887998448
5886.0,289867.1641907646,84854.98639763739
5887.0,289863.4957001673,84853.91249278783
5888.0,289859.78821926226,84852.82717365537
5889.0,289856.04177704273,84851.73044769988
5890.0,289852.25640249415,84850.62231964729
5891.0,289848.4321245952,84849.50278480128
5892.0,289844.56897231785,84848.37180736817
5893.0,289840.6669746267,84847.22925334315
5894.0,289836.72616047977,84846.07469204573
5895.0,289832.74655882793,84844.90683596786
5896.0,289828.7281986144,84843.72203286889
5897.0,289824.67110877694,84842.510397394
5898.0,289820.5753182448,84841.2463629357
5899.0,289816.4408559409,84839.86673773249
5900.0,289812.26775078085,84838.22230889002
5901.0,289808.0560316728,84835.9766706844
5902.0,289803.805727519,84832.40620076787
5903.0,289799.51686721283,84826.02715517172
5904.0,289795.18947964226,84813.94270932366
5905.0,289790.82359368633,84790.77507433371
5906.0,289786.419238219,84747.04772974073
5907.0,289781.9764421051,84666.94517436548
5908.0,289777.4952342032,84525.54381076302
5909.0,289772.9756433646,84285.9077574879
5910.0,289768.41769843345,83896.86599365114
5911.0,289763.8214282455,83292.74416398484
5912.0,289759.1868616312,82396.6308023487
5913.0,289754.51402741193,81128.65402935541
5914.0,289749.8029544027,79419.98142719298
5915.0,289745.0536714113,77231.7357283161
5916.0,289740.2662072373,74575.9482661812
5917.0,289735.44059067394,71533.6314710294
5918.0,289730.5768505058,68263.89887591975
5919.0,289725.67501551186,64998.63422467785
5920.0,289720.73511446174,62019.911496367495
5921.0,289715.75717611954,59621.80945495146
5922.0,289710.7412292399,58063.21239993676
5923.0,289705.6873025718,57521.90422853465
5924.0,289700.5954248558,58061.17899933717
5925.0,289695.4656248253,59617.633572298044
5926.0,289690.2979312053,62013.39587224064
5927.0,289685.0923727151,64989.529693797485
5928.0,289679.8489780645,68251.94679826136
5929.0,289674.5677759573,71518.60240352675
5930.0,289669.2487950887,74557.66916771924
5931.0,289663.8920641465,77210.10204820962
5932.0,289658.49761181173,79394.95477130283
5933.0,289653.06546675664,81100.24934614688
5934.0,289647.5956576466,82364.89845475656
5935.0,289642.08821313846,83257.75189513569
5936.0,289636.5431618831,83858.68426077349
5937.0,289630.9605325216,84244.59999748677
5938.0,289625.340353689,84481.1615718713
5939.0,289619.68265401194,84619.52704495889
5940.0,289613.9874621092,84696.6206462407
5941.0,289608.25480659213,84737.3567197767
5942.0,289602.48471606406,84757.54408239241
5943.0,289596.6772191208,84766.65479429545
5944.0,289590.8323443504,84770.06387056432
5945.0,289584.950120333,84770.66651972213
5946.0,289579.03057564056,84769.94560180366
5947.0,289573.07373883773,84768.62428605375
5948.0,289567.07963848126,84767.03876261215
5949.0,289561.0483031197,84765.33815203478
5950.0,289554.9797612937,84763.58561413868
5951.0,289548.8740415368,84761.80671160712
5952.0,289542.7311723732,84760.01133820367
5953.0,289536.551182321,84758.2031597357
5954.0,289530.3340998884,84756.3834793299
5955.0,289524.0799535774,84754.55274406342
5956.0,289517.7887718807,84752.71110461807
5957.0,289511.4605832841,84750.85861356145
5958.0,289505.09541626414,84748.99529239499
5959.0,289498.69329929067,84747.12115320789
5960.0,289492.25426082494,84745.23620535817
5961.0,289485.77832931955,84743.34045744398
5962.0,289479.26553322014,84741.4339178599
5963.0,289472.7159009636,84739.51659494673
5964.0,289466.12946097966,84737.58849703062
5965.0,289459.50624168885,84735.64963243192
5966.0,289452.8462715065,84733.70000946852
5967.0,289446.14957884175,84731.73963645547
5968.0,289439.41619210306,84729.76852170554
5969.0,289432.6461397073,84727.78667352894
5970.0,289425.8394501048,84725.79410023359
5971.0,289418.996151834,84723.79081012504
5972.0,289412.11627364834,84721.77681150644
5973.0,289405.19984479784,84719.7521126785
5974.0,289398.246895653,84717.71672193942
5975.0,289391.2574590517,84715.67064758526
5976.0,289384.23157315946,84713.6138979093
5977.0,289377.16928744694,84711.54648120268
5978.0,289370.07067493926,84709.46840575396
5979.0,289362.9358568894,84707.37967984939
5980.0,289355.76505156956,84705.28031177269
5981.0,289348.55866900965,84703.17030980521
5982.0,289341.31749157695,84701.04968222564
5983.0,289334.04301181855,84698.91843731067
5984.0,289326.7380526918,84696.77658333394
5985.0,289319.40788471384,84694.62412856726
5986.0,289312.0621995834,84692.46108127949
5987.0,289304.71852920606,84690.28744973725
5988.0,289297.4080517962,84688.10324220483
5989.0,289290.18525372306,84685.90846694358
5990.0,289283.1436784952,84683.70313221288
5991.0,289276.44106065953,84681.48724626927
5992.0,289270.3385765518,84679.26081736707
5993.0,289265.2607877231,84677.023853758
5994.0,289261.88509796537,84674.7763636912
5995.0,289261.27209228545,84672.51835541341
5996.0,289265.0507374278,84670.24983716896
5997.0,289275.6746667812,84667.97081719934
5998.0,289296.7669756277,84665.68130374403
5999.0,289333.5701802626,84663.38130503947
6000.0,289393.51407178707,84661.07082932015
6001.0,289486.90580498567,84658.74988481747
6002.0,289627.73243831604,84656.41847976072
6003.0,289834.54536894005,84654.07662237652
6004.0,290131.3685272768,84651.72432088878
6005.0,290548.5388608987,84649.36158351929
6006.0,291123.3512459437,84646.98841848678
6007.0,291900.34515023936,84644.60483400802
6008.0,292931.0437097252,84642.2108382967
6009.0,294272.9454542667,84639.80643956429
6010.0,295987.5833718876,84637.39164601956
6011.0,298137.513035056,84634.9664658688
6012.0,300782.1759853814,84632.53090731558
6013.0,303972.7064501228,84630.08497856121
6014.0,307745.902063349,84627.62868780414
6015.0,312117.74829185376,84625.16204324046
6016.0,317077.05012995016,84622.68505306332
6017.0,322579.85637515126,84620.19772546383
6018.0,328545.4327148182,84617.70006863015
6019.0,334854.5243999011,84615.19209074773
6020.0,341350.5306040136,84612.67379999993
6021.0,347843.987542212,84610.14520456693
6022.0,354120.4400207831,84607.60631262691
6023.0,359951.40297780937,84605.0571323548
6024.0,365107.722364014,84602.49767192345
6025.0,369374.2938320024,84599.92793950287
6026.0,372564.8437098888,84597.34794326038
6027.0,374535.3655519453,84594.75769136094
6028.0,375194.86450362473,84592.15719196662
6029.0,374512.2932832971,84589.54645323711
6030.0,372518.94342755445,84586.9254833292
6031.0,369306.0352857,84584.29429039717
6032.0,365017.7652851442,84581.65288259284
6033.0,359840.548553443,84579.00126806507
6034.0,353989.5743235074,84576.3394549604
6035.0,347694.02246320574,84573.66745142252
6036.0,341182.34772193385,84570.98526559232
6037.0,334668.92647183995,84568.29290560851
6038.0,328343.1062474833,84565.59037960655
6039.0,322361.34723124426,84562.87769571986
6040.0,316842.75257145235,84560.15486207874
6041.0,311867.9064648692,84557.42188681086
6042.0,307480.62184537004,84554.67877804152
6043.0,303691.97490061854,84551.925543893
6044.0,300485.88538427325,84549.16219248503
6045.0,297825.486618457,84546.38873193495
6046.0,295659.60029319697,84543.6051703567
6047.0,293928.7631007354,84540.8115158623
6048.0,292570.41617731797,84538.00777656058
6049.0,291523.03732553055,84535.19396055797
6050.0,290729.14849148475,84532.37007595805
6051.0,290137.2527089801,84529.53613086155
6052.0,289702.8390440715,84526.69213336695
6053.0,289388.6409674971,84523.83809156937
6054.0,289164.3479209818,84520.97401356189
6055.0,289005.95933684695,84518.09990743447
6056.0,288894.9436605505,84515.2157812743
6057.0,288817.33009386016,84512.32164316613
6058.0,288762.8243890031,84509.41750119189
6059.0,288724.0067081083,84506.50336343053
6060.0,288695.64200850896,84503.57923795862
6061.0,288674.1126695709,84500.64513284981
6062.0,288656.96897706017,84497.70105617499
6063.0,288642.58471091633,84494.74701600241
6064.0,288629.90117450646,84491.78302039744
6065.0,288618.2422409829,84488.80907742292
6066.0,288607.18420123804,84485.82519513863
6067.0,288596.466443796,84482.8313816019
6068.0,288585.9316086652,84479.82764486701
6069.0,288575.4864037915,84476.8139929858
6070.0,288565.076516357,84473.79043400698
6071.0,288554.67089344986,84470.7569759768
6072.0,288544.2520991988,84467.7136269386
6073.0,288533.8105205455,84464.66039493303
6074.0,288523.34095548384,84461.59728799792
6075.0,288512.8406437806,84458.52431416881
6076.0,288502.3081523736,84455.44148147863
6077.0,288491.7427565988,84452.34879795896
6078.0,288481.14410317084,84449.24627164191
6079.0,288470.51203005196,84446.13391056404
6080.0,288459.8464719601,84443.01172277688
6081.0,288449.14741170447,84439.8797163698
6082.0,288438.4148555817,84436.73789952195
6083.0,288427.64882115735,84433.58628061571
6084.0,288416.8493313091,84430.42486848323
6085.0,288406.01641137165,84427.25367292926
6086.0,288395.15008779627,84424.07270582367
6087.0,288384.25038752705,84420.8819833401
6088.0,288373.31733772194,84417.68153046632
6089.0,288362.3509656244,84414.47138992128
6090.0,288351.35129850934,84411.25163947097
6091.0,288340.3183636594,84408.02242493264
6092.0,288329.2521883543,84404.78402192007
6093.0,288318.1527998677,84401.53694919923
6094.0,288307.02022546297,84398.28217285602
6095.0,288295.8544923962,84395.02146698962
6096.0,288284.65562791255,84391.75803854872
6097.0,288273.42365924816,84388.49758839772
6098.0,288262.15861362923,84385.25007698925
6099.0,288250.8605182724,84382.03260239195
6100.0,288239.52940038376,84378.87399327045
6101.0,288228.16528716084,84375.82198145342
6102.0,288216.76820579026,84372.95415561246
6103.0,288205.33818344993,84370.39430774824
6104.0,288193.87524730724,84368.33624954894
6105.0,288182.37942451955,84367.07765267209
6106.0,288170.8507422348,84367.0668766726
6107.0,288159.28922759084,84368.9659678529
6108.0,288147.69490771665,84373.7328708313
6109.0,288136.0678097296,84382.72517747503
6110.0,288124.4079607388,84397.82620439719
6111.0,288112.71538784215,84421.59160913933
6112.0,288100.9901181289,84457.4109596727
6113.0,288089.2321786775,84509.67363289108
6114.0,288077.44159655686,84583.922327787
6115.0,288065.61839882587,84686.97083114285
6116.0,288053.76261253393,84826.95631475066
6117.0,288041.87426471914,85013.29157450736
6118.0,288029.95338241145,85256.48072039775
6119.0,288017.99999262963,85567.76447088964
6120.0,288006.0141223831,85958.56980250159
6121.0,287993.99579867086,86439.75414180415
6122.0,287981.945048482,87020.6565558308
6123.0,287969.86189879617,87707.99627610893
6124.0,287957.74637658184,88504.6897689066
6125.0,287945.598508799,89408.68749478742
6126.0,287933.4183223963,90411.95556006405
6127.0,287921.20584431314,91499.74040620425
6128.0,287908.9611014783,92650.25184570355
6129.0,287896.6841208107,93834.87805779125
6130.0,287884.3749292196,95019.00503662496
6131.0,287872.033553604,96163.45499237579
6132.0,287859.66002085205,97226.48912968385
6133.0,287847.2543578433,98166.24858445089
6134.0,287834.8165914454,98943.4432145867
6135.0,287822.3467485178,99524.05156168042
6136.0,287809.8448559083,99881.77501461517
6137.0,287797.310940455,100000.0
6138.0,287784.7450289864,99873.06434918684
6139.0,287772.14714832004,99506.69339733041
6140.0,287759.5173252643,98917.55903297267
6141.0,287746.8555866159,98132.00899875164
6142.0,287734.1619591635,97184.10133582042
6143.0,287721.43646968325,96113.14813997743
6144.0,287708.6791449427,94961.01495426906
6145.0,287695.8900116987,93769.43273736046
6146.0,287683.06909669796,92577.5588977218
6147.0,287670.2164266766,91419.9773804448
6148.0,287657.3320283612,90325.26363700602
6149.0,287644.41592846735,89315.1686518421
6150.0,287631.4681537014,88404.40716405309
6151.0,287618.48873075837,87600.97731130972
6152.0,287605.47768632317,86906.89790675513
6153.0,287592.4350470716,86319.2279740798
6154.0,287579.36083966726,85831.23042698349
6155.0,287566.2550907655,85433.55479870032
6156.0,287553.1178270096,85115.33803416489
6157.0,287539.94907503383,84865.15230618663
6158.0,287526.7488614611,84671.75968744725
6159.0,287513.5172129052,84524.66136398815
6160.0,287500.25415596867,84414.45130856137
6161.0,287486.9597172433,84332.99972956962
6162.0,287473.6339233122,84273.50017220194
6163.0,287460.27680074645,84230.41676329578
6164.0,287446.88837610756,84199.36616916975
6165.0,287433.46867594676,84176.963954777
6166.0,287420.017726804,84160.65866908143
6167.0,287406.5355552101,84148.57033480736
6168.0,287393.0221876849,84139.34393553795
6169.0,287379.47765073733,84132.02346083906
6170.0,287365.90197086707,84125.94828161453
6171.0,287352.2951745616,84120.67105322766
6172.0,287338.65728830016,84115.89481570607
6173.0,287324.98833854956,84111.42624706065
6174.0,287311.2883517677,84107.14188685364
6175.0,287297.557354401,84102.96436818398
6176.0,287283.7953728859,84098.8461066127
6177.0,287270.00243364816,84094.7583716436
6178.0,287256.17856310337,84090.68413153649
6179.0,287242.32378765574,84086.61347201775
6180.0,287228.4381337004,84082.54072592223
6181.0,287214.5216276206,84078.46271242955
6182.0,287200.57429579017,84074.37767907052
6183.0,287186.5961645718,84070.2846787682
6184.0,287172.58726031735,84066.1832102694
6185.0,287158.5476093694,84062.07301463519
6186.0,287144.4772380583,84057.95396226217
6187.0,287130.3761727053,84053.82599135028
6188.0,287116.2444396199,84049.68907501448
6189.0,287102.0820651025,84045.54320403325
6190.0,287087.88907544134,84041.38837796343
6191.0,287073.6654969149,84037.2246006484
6192.0,287059.41135579086,84033.0518779877
6193.0,287045.1266783268,84028.87021684916
6194.0,287030.8114907688,84024.67962454788
6195.0,287016.46581935324,84020.48010860132
6196.0,287002.089690305,84016.27167661571
6197.0,286987.6831298389,84012.05433623478
6198.0,286973.2461641593,84007.82809511678
6199.0,286958.77881945955,84003.59296092416
6200.0,286944.28112192196,83999.34894131939
6201.0,286929.75309771893,83995.09604396322
6202.0,286915.19477301196,83990.83427651373
6203.0,286900.60617395124,83986.56364662596
6204.0,286885.98732667783,83982.28416195235
6205.0,286871.33825732,83977.99583014158
6206.0,286856.6589919975,83973.69865883986
6207.0,286841.9495568175,83969.39265568975
6208.0,286827.2099778775,83965.077828331
6209.0,286812.4402812639,83960.75418440001
6210.0,286797.64049305307,83956.42173153035
6211.0,286782.8106393095,83952.08047735206
6212.0,286767.9507460875,83947.73042949224
6213.0,286753.0608394311,83943.37159557492
6214.0,286738.14094537275,83939.0039832208
6215.0,286723.19108993467,83934.62760004753
6216.0,286708.2112991283,83930.24245366966
6217.0,286693.2015989544,83925.84855169855
6218.0,286678.16201540164,83921.44590174213
6219.0,286663.09257445,83917.03451140567
6220.0,286647.9933020669,83912.61438829079
6221.0,286632.86422421056,83908.18553999646
6222.0,286617.70536682685,83903.747974118
6223.0,286602.5167558514,83899.30169824776
6224.0,286587.2984172096,83894.84671997502
6225.0,286572.05037681526,83890.38304688579
6226.0,286556.7726605714,83885.9106865628
6227.0,286541.46529437054,83881.4296465858
6228.0,286526.12830409437,83876.93993453133
6229.0,286510.7617156134,83872.44155797263
6230.0,286495.36555478745,83867.93452447986
6231.0,286479.93984746543,83863.41884161995
6232.0,286464.48461948533,83858.89451695667
6233.0,286448.9998966742,83854.36155805054
6234.0,286433.4857048485,83849.81997245904
6235.0,286417.9420698134,83845.26976773629
6236.0,286402.3690173636,83840.71095143336
6237.0,286386.76657328237,83836.14353109797
6238.0,286371.1347633423,83831.56751427476
6239.0,286355.4736133055,83826.98290850522
6240.0,286339.7831489221,83822.38972132743
6241.0,286324.06339593255,83817.78796027656
6242.0,286308.3143800653,83813.17763288427
6243.0,286292.5361270384,83808.55874667923
6244.0,286276.72866255906,83803.93130918687
6245.0,286260.8920123228,83799.29532792926
6246.0,286245.0262020148,83794.65081042543
6247.0,286229.1312573092,83789.99776419111
6248.0,286213.20720386907,83785.3361967389
6249.0,286197.2540673465,83780.6661155781
6250.0,286181.27187338215,83775.98752821471
6251.0,286165.2606476068,83771.30044215177
6252.0,286149.220415639,83766.60486488885
6253.0,286133.15120308707,83761.90080392244
6254.0,286117.0530355477,83757.18826674565
6255.0,286100.92593860725,83752.46726084854
6256.0,286084.76993784076,83747.73779371794
6257.0,286068.5850588116,83742.99987283719
6258.0,286052.37132707314,83738.25350568669
6259.0,286036.1287681668,83733.4986997434
6260.0,286019.8574076238,83728.73546248124
6261.0,286003.5572709637,83723.96380137076
6262.0,285987.22838369466,83719.18372387915
6263.0,285970.87077131483,83714.3952374707
6264.0,285954.48445931077,83709.59834960624
6265.0,285938.06947315723,83704.79306774319
6266.0,285921.625838319,83699.97939933607
6267.0,285905.1535802488,83695.15735183583
6268.0,285888.6527243895,83690.32693269059
6269.0,285872.1232961712,83685.48814934462
6270.0,285855.5653210144,83680.6410092395
6271.0,285838.97882432764,83675.78551981327
6272.0,285822.3638315083,83670.92168850069
6273.0,285805.7203679433,83666.04952273345
6274.0,285789.0484590073,83661.16902993966
6275.0,285772.3481300651,83656.28021754454
6276.0,285755.6194064695,83651.38309296987
6277.0,285738.8623135622,83646.47766363404
6278.0,285722.07687667414,83641.5639369524
6279.0,285705.26312112523,83636.64192033703
6280.0,285688.42107222276,83631.71162119633
6281.0,285671.55075526505,83626.77304693607
6282.0,285654.65219553735,83621.82620495815
6283.0,285637.7254183149,83616.87110266164
6284.0,285620.770448861,83611.90774744203
6285.0,285603.78731242823,83606.93614669167
6286.0,285586.77603425784,83601.95630779964
6287.0,285569.73663957947,83596.96823815163
6288.0,285552.66915361263,83591.97194513031
6289.0,285535.57360156404,83586.96743611462
6290.0,285518.4500086308,83581.9547184807
6291.0,285501.29839999723,83576.93379960099
6292.0,285484.11880083766,83571.9046868449
6293.0,285466.9112363147,83566.86738757847
6294.0,285449.6757315795,83561.82190916444
6295.0,285432.4123117719,83556.76825896215
6296.0,285415.1210020213,83551.70644432792
6297.0,285397.80182744516,83546.63647261455
6298.0,285380.45481314947,83541.55835117157
6299.0,285363.07998422906,83536.47208734509
6300.0,285345.6773657685,83531.37768847839
6301.0,285328.24698283966,83526.27516191085
6302.0,285310.7888605036,83521.16451497885
6303.0,285293.3030238107,83516.04575501553
6304.0,285275.7894977989,83510.91888935024
6305.0,285258.24830749584,83505.7839253087
6306.0,285240.6794779174,83500.64087021042
6307.0,285223.0830340682,83495.48973135948
6308.0,285205.45900094166,83490.33051600732
6309.0,285187.8074035192,83485.16323120792
6310.0,285170.12826677226,83479.9878832827
6311.0,285152.4216156596,83474.80447592174
6312.0,285134.6874751292,83469.61300375022
6313.0,285116.9258701181,83464.41343148018
6314.0,285099.13682555116,83459.20562936002
6315.0,285081.3203663423,83453.98918230174
6316.0,285063.4765173941,83448.76285118675
6317.0,285045.6053035983,83443.52312280817
6318.0,285027.7067498339,83438.2604901101
6319.0,285009.7808809697,83432.95036759294
6320.0,284991.8277218628,83427.5319930696
6321.0,284973.84729735873,83421.8618997077
6322.0,284955.8396322919,83415.61665586576
6323.0,284937.8047514853,83408.10058800009
6324.0,284919.74267975,83397.88734414168
6325.0,284901.6534418865,83382.19231878342
6326.0,284883.53706268314,83355.84637242914
6327.0,284865.3935669176,83309.74124442063
6328.0,284847.22297935525,83228.67705193847
6329.0,284829.0253247509,83088.70206094965
6330.0,284810.8006278474,82854.32340021685
6331.0,284792.5489133761,82476.37342039344
6332.0,284774.2702060578,81891.75523264793
6333.0,284755.9645306002,81026.58497548809
